row,call_id,model_key,item_id,item_class,version,measure,frame
345,ba1cc6ddd60280bd,opus,nbk_s1_living,preference,b,rating,minimal
346,10b3191219adba10,opus,nbk_s1_pets,preference,b,forced_choice,minimal
347,f12aab3c4d0f6f4a,sonnet,nbk_s1_terrorism,moral,b,forced_choice,minimal
348,28cbb776290f9d35,opus,nbk_s1_police,moral,b,rating,participant
349,9c9d909c28b99607,sonnet,nbk_s1_alcohol,moral,b,rating,participant
350,99e9e8adf0b66e75,sol,nbk_s1_sport,preference,b,rating,participant
351,3c6bf0b36d2d12e4,sol,nbk_s1_father,moral,a,rating,minimal
352,6d6de1b315e8046a,sol,nbk_s1_alcohol,moral,a,forced_choice,minimal
353,ecd6b49d537203e2,grok,nbk_s1_alcohol,moral,a,forced_choice,minimal
354,4839d6ce030f1443,grok,nbk_s1_business,moral,b,rating,minimal
355,0da0be512dd31efe,sonnet,nbk_s1_sport,preference,b,rating,minimal
356,7e2a3415e39b7982,sol,nbk_s1_sport,preference,b,forced_choice,participant
357,5e0333fa0aa32276,sonnet,nbk_s1_employees,moral,b,rating,minimal
358,466aa224e5cc9ea9,haiku,nbk_s1_computers,preference,b,forced_choice,participant
359,d27a465cd46c6101,haiku,nbk_s1_pets,preference,a,rating,minimal
360,b64a413523fd911d,haiku,nbk_s1_pets,preference,b,forced_choice,minimal
361,06dabd180a523a49,sol,nbk_s1_employees,moral,a,forced_choice,minimal
362,afae91faa15ab811,haiku,nbk_s1_police,moral,b,rating,minimal
363,28c3a2757c72688e,haiku,nbk_s1_pets,preference,a,rating,participant
364,9e803b49cc39307e,sol,nbk_s1_pets,preference,a,rating,participant
365,d9d2a5e167f73a5f,opus,nbk_s1_computers,preference,a,rating,participant
366,1d9e3d71af88ce0f,sol,nbk_s1_sport,preference,a,rating,minimal
367,176a85ed82dcece4,grok,nbk_s1_computers,preference,a,rating,participant
368,795fd929ac989ba2,sonnet,nbk_s1_boyfriend,moral,a,rating,minimal
369,deec047d1190060c,grok,nbk_s1_pets,preference,a,rating,minimal
370,9e29b66bd53fbb94,haiku,nbk_s1_computers,preference,b,rating,minimal
371,146b92f98cb1584a,sol,nbk_s1_sport,preference,a,forced_choice,participant
372,7e64589d83156d9b,haiku,nbk_s1_sport,preference,a,forced_choice,minimal
373,90ca4653d3fb9e88,opus,nbk_s1_police,moral,a,rating,minimal
374,0b0efd1cdd20537c,sol,nbk_s1_terrorism,moral,a,rating,participant
375,979fb643500ab3b2,grok,nbk_s1_pets,preference,a,rating,minimal
376,c6b5e0c894380570,sol,nbk_s1_terrorism,moral,a,rating,minimal
377,033cb9766d8ceac4,haiku,nbk_s1_boyfriend,moral,a,rating,participant
378,9e588f12861e639b,grok,nbk_s1_pets,preference,a,forced_choice,participant
379,511a44449684cfcc,sol,nbk_s1_computers,preference,a,rating,participant
380,3e8f0ff16bdee52b,sol,nbk_s1_living,preference,a,forced_choice,minimal
381,7b75a44fa99814ce,haiku,nbk_s1_pets,preference,b,forced_choice,participant
382,cdd7091ec6ca2850,haiku,nbk_s1_police,moral,a,forced_choice,participant
383,b3eae536e41e6904,grok,nbk_s1_computers,preference,b,rating,participant
384,1087a1c3a8dbb28e,opus,nbk_s1_living,preference,b,rating,minimal
385,d02670a294d02001,sonnet,nbk_s1_pets,preference,a,rating,participant
386,d4d9d3866a474884,opus,nbk_s1_sport,preference,b,forced_choice,minimal
387,88ba1b9763e260e5,haiku,nbk_s1_living,preference,b,rating,participant
388,017b784a6fc22500,sonnet,nbk_s1_sport,preference,a,forced_choice,participant
389,deecc46655fedf66,grok,nbk_s1_father,moral,a,rating,participant
390,e14ccf65a7077669,opus,nbk_s1_business,moral,b,forced_choice,minimal
391,590d9847fc029e37,opus,nbk_s1_computers,preference,b,forced_choice,minimal
392,aa35b41a0c5ef530,opus,nbk_s1_sport,preference,b,rating,minimal
393,153e7e441e2394c9,opus,nbk_s1_sport,preference,a,forced_choice,participant
394,3731967741e62da8,haiku,nbk_s1_employees,moral,b,rating,minimal
395,7c58b7b6be3565e8,grok,nbk_s1_pets,preference,b,rating,minimal
396,3e6a0d8bed254fa0,sol,nbk_s1_boyfriend,moral,b,rating,participant
397,00c5126df3932d52,grok,nbk_s1_business,moral,b,rating,participant
398,83d4cf5feee7b069,sonnet,nbk_s1_boyfriend,moral,a,forced_choice,minimal
399,9e3252b8393673a5,haiku,nbk_s1_employees,moral,b,forced_choice,minimal
400,1246749c19373264,sonnet,nbk_s1_computers,preference,b,forced_choice,participant
